Region,Crop_Type,modal_price
Punjab,Green Chilli,750
Punjab,Jamun(Narale Hannu),3500
Punjab,Lemon,4500
Punjab,Mango,3350
Punjab,Mango (Raw-Ripe),1500
Punjab,Mousambi(Sweet Lime),3250
Punjab,Onion,1150
Punjab,Papaya,1650
Punjab,Pear(Marasebu),2500
Punjab,Plum,4250
Punjab,Pomegranate,6750
Punjab,Potato,725
Punjab,Pumpkin,400
Punjab,Tinda,1850
Punjab,Tomato,1900
Punjab,Banana,2200
Punjab,Bhindi(Ladies Finger),1500
Punjab,Bitter gourd,1200
Punjab,Cauliflower,2500
Punjab,Chow Chow,1000
Punjab,Colacasia,1500
Punjab,Cucumbar(Kheera),1500
Punjab,Green Chilli,1100
Punjab,Lime,3000
Punjab,Mango,5000
Punjab,Onion,1400
Punjab,Peas Wet,6000
Punjab,Potato,800
Punjab,Tinda,1500
Punjab,Tomato,3000
Punjab,Colacasia,750
Punjab,Coriander(Leaves),1200
Punjab,Green Chilli,1500
Punjab,Onion,850
Punjab,Potato,450
Punjab,Pumpkin,550
Punjab,White Pumpkin,450
Punjab,Banana,2250
Punjab,Bhindi(Ladies Finger),2250
Punjab,Bitter gourd,1950
Punjab,Brinjal,2350
Punjab,Cauliflower,3250
Punjab,Colacasia,1650
Punjab,Mango,2750
Punjab,Onion,1650
Punjab,Potato,850
Punjab,Ridgeguard(Tori),1950
Punjab,Tinda,2750
Punjab,Tomato,2950
Punjab,Bhindi(Ladies Finger),2500
Punjab,Ridgeguard(Tori),2000
Punjab,Banana,2200
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bitter gourd,1200
Punjab,Bottle gourd,2500
Punjab,Brinjal,2000
Punjab,Cauliflower,2200
Punjab,Colacasia,2500
Punjab,Cucumbar(Kheera),1200
Punjab,French Beans (Frasbean),2500
Punjab,Garlic,3000
Punjab,Green Chilli,600
Punjab,Jamun(Narale Hannu),2500
Punjab,Lemon,3500
Punjab,Long Melon(Kakri),500
Punjab,Mango,2500
Punjab,Onion,1400
Punjab,Papaya,1800
Punjab,Peas cod,3500
Punjab,Potato,1000
Punjab,Pumpkin,400
Punjab,Ridgeguard(Tori),2500
Punjab,Tomato,2500
Punjab,Water Melon,400
Punjab,Brinjal,2500
Punjab,Cucumbar(Kheera),2100
Punjab,Green Chilli,1000
Punjab,Onion,1800
Punjab,Potato,910
Punjab,Pumpkin,2100
Punjab,Banana,2100
Punjab,Bhindi(Ladies Finger),2100
Punjab,Bottle gourd,2800
Punjab,Colacasia,2700
Punjab,Lemon,5000
Punjab,Mango,2100
Punjab,Onion,1550
Punjab,Potato,750
Punjab,Tomato,2700
Punjab,Apple,10000
Punjab,Banana,2100
Punjab,Bhindi(Ladies Finger),1200
Punjab,Bitter gourd,1400
Punjab,Bottle gourd,900
Punjab,Brinjal,900
Punjab,Cabbage,1600
Punjab,Capsicum,1800
Punjab,Cauliflower,2800
Punjab,Colacasia,3500
Punjab,Cucumbar(Kheera),1800
Punjab,French Beans (Frasbean),2800
Punjab,Green Chilli,2100
Punjab,Lemon,3500
Punjab,Mango,3000
Punjab,Mousambi(Sweet Lime),4500
Punjab,Onion,1200
Punjab,Papaya,2800
Punjab,Pear(Marasebu),2800
Punjab,Plum,2800
Punjab,Pomegranate,5500
Punjab,Potato,700
Punjab,Pumpkin,700
Punjab,Round gourd,1100
Punjab,Tomato,2800
Punjab,Brinjal,900
Punjab,Capsicum,1300
Punjab,Green Chilli,2000
Punjab,Pumpkin,900
Punjab,Raddish,500
Punjab,Tinda,1000
Punjab,Apple,5000
Punjab,Apple,3000
Punjab,Bhindi(Ladies Finger),2500
Punjab,Bitter gourd,2500
Punjab,Brinjal,1500
Punjab,Cabbage,1500
Punjab,Capsicum,3000
Punjab,Cauliflower,3000
Punjab,Cucumbar(Kheera),1800
Punjab,Field Pea,3000
Punjab,French Beans (Frasbean),1800
Punjab,Ginger(Green),6000
Punjab,Green Chilli,1500
Punjab,Lemon,3000
Punjab,Mango,3000
Punjab,Mango,1800
Punjab,Mango,1000
Punjab,Mango (Raw-Ripe),1500
Punjab,Mousambi(Sweet Lime),2500
Punjab,Mousambi(Sweet Lime),1500
Punjab,Onion,1500
Punjab,Potato,1000
Punjab,Pumpkin,1500
Punjab,Raddish,1000
Punjab,Ridgeguard(Tori),2000
Punjab,Tomato,3000
Punjab,Banana,1300
Punjab,Cauliflower,1400
Punjab,Field Pea,3700
Punjab,Lemon,2700
Punjab,Mango,3000
Punjab,Onion,1200
Punjab,Plum,3400
Punjab,Pomegranate,4700
Punjab,Potato,600
Punjab,Tomato,1900
Punjab,Brinjal,1200
Punjab,Green Chilli,1200
Punjab,Onion,1300
Punjab,Potato,500
Punjab,Apple,4000
Punjab,Banana,3400
Punjab,Bhindi(Ladies Finger),1800
Punjab,Brinjal,1200
Punjab,Cabbage,2000
Punjab,Capsicum,4000
Punjab,Cucumbar(Kheera),1700
Punjab,Field Pea,3600
Punjab,Ginger(Dry),8500
Punjab,Green Chilli,3800
Punjab,Onion,1600
Punjab,Potato,1400
Punjab,Raddish,1050
Punjab,Tomato,2700
Punjab,Bhindi(Ladies Finger),2500
Punjab,Bitter gourd,2100
Punjab,Brinjal,2200
Punjab,Capsicum,4200
Punjab,Field Pea,3500
Punjab,Garlic,8000
Punjab,Ginger(Dry),16000
Punjab,Green Chilli,1300
Punjab,Onion,1900
Punjab,Potato,1100
Punjab,Pumpkin,1100
Punjab,Tinda,3500
Punjab,Bhindi(Ladies Finger),2000
Punjab,Bitter gourd,2500
Punjab,Brinjal,2500
Punjab,Cabbage,1800
Punjab,Capsicum,3500
Punjab,Cauliflower,3500
Punjab,Colacasia,2000
Punjab,Cucumbar(Kheera),2000
Punjab,French Beans (Frasbean),3000
Punjab,Ginger(Green),15000
Punjab,Green Chilli,1500
Punjab,Lemon,5500
Punjab,Maize,1950
Punjab,Mango (Raw-Ripe),2000
Punjab,Onion,1600
Punjab,Peas Wet,4500
Punjab,Potato,800
Punjab,Pumpkin,2000
Punjab,Ridgeguard(Tori),1500
Punjab,Sweet Pumpkin,500
Punjab,Tinda,3000
Punjab,Tomato,4000
Punjab,Bhindi(Ladies Finger),1600
Punjab,Green Chilli,1000
Punjab,Potato,480
Punjab,Ridgeguard(Tori),2000
Punjab,Sweet Pumpkin,600
Punjab,Bhindi(Ladies Finger),2400
Punjab,Bitter gourd,2900
Punjab,Brinjal,1900
Punjab,Capsicum,3400
Punjab,Green Chilli,900
Punjab,Potato,900
Punjab,Tomato,3400
Punjab,Green Chilli,2000
Punjab,Onion,1300
Punjab,Potato,900
Punjab,Tomato,1800
Punjab,Maize,1870
Punjab,Apple,2500
Punjab,Banana - Green,1200
Punjab,Bhindi(Ladies Finger),1500
Punjab,Bottle gourd,2400
Punjab,Brinjal,1500
Punjab,Cabbage,1300
Punjab,Capsicum,3000
Punjab,Carrot,1200
Punjab,Cauliflower,2000
Punjab,Coconut,3000
Punjab,Colacasia,2000
Punjab,Cucumbar(Kheera),2500
Punjab,Elephant Yam (Suran),2500
Punjab,French Beans (Frasbean),1800
Punjab,Garlic,6800
Punjab,Green Chilli,1200
Punjab,Guava,3000
Punjab,Jack Fruit,1400
Punjab,Jamun(Narale Hannu),3500
Punjab,Lemon,4500
Punjab,Mango,2500
Punjab,Mashrooms,10500
Punjab,Mousambi(Sweet Lime),3000
Punjab,Onion Green,1300
Punjab,Papaya,1500
Punjab,Peach,4000
Punjab,Peas Wet,3900
Punjab,Pineapple,1500
Punjab,Plum,3000
Punjab,Pomegranate,3000
Punjab,Potato,600
Punjab,Raddish,1200
Punjab,Ridgeguard(Tori),1800
Punjab,Spinach,1000
Punjab,Tender Coconut,2400
Punjab,Tinda,2600
Punjab,Tomato,1600
Punjab,Water Melon,500
Punjab,Bhindi(Ladies Finger),2500
Punjab,Bitter gourd,1500
Punjab,Brinjal,2200
Punjab,Green Chilli,1000
Punjab,Pumpkin,2400
Punjab,Raddish,800
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bitter gourd,1500
Punjab,Brinjal,1500
Punjab,Cauliflower,2000
Punjab,Green Chilli,1000
Punjab,Mango,2500
Punjab,Potato,700
Punjab,Raddish,900
Punjab,Tomato,2000
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bitter gourd,1600
Punjab,Bottle gourd,1100
Punjab,Green Chilli,1000
Punjab,Pumpkin,1100
Punjab,Bitter gourd,2000
Punjab,Brinjal,1800
Punjab,Pumpkin,2000
Punjab,Bitter gourd,1900
Punjab,Brinjal,2500
Punjab,Colacasia,2500
Punjab,Onion,1800
Punjab,Potato,600
Punjab,Pumpkin,2400
Punjab,Bhindi(Ladies Finger),900
Punjab,Pumpkin,500
Punjab,Raddish,400
Punjab,Sponge gourd,1000
Punjab,Tomato,1200
Punjab,Apple,5918
Punjab,Beans,2500
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bitter gourd,2200
Punjab,Bottle gourd,1818
Punjab,Brinjal,1800
Punjab,Cabbage,1700
Punjab,Capsicum,2750
Punjab,Carrot,1000
Punjab,Cauliflower,2200
Punjab,Green Chilli,1350
Punjab,Lemon,2500
Punjab,Mango,2972
Punjab,Mousambi(Sweet Lime),4100
Punjab,Onion,1457
Punjab,Papaya,2013
Punjab,Peas Wet,3502
Punjab,Potato,845
Punjab,Ridgeguard(Tori),1900
Punjab,Tinda,2621
Punjab,Tomato,2850
Punjab,Bhindi(Ladies Finger),1500
Punjab,Brinjal,1500
Punjab,Banana,2100
Punjab,Bhindi(Ladies Finger),1600
Punjab,Bottle gourd,800
Punjab,Brinjal,1100
Punjab,Cabbage,1300
Punjab,Green Chilli,1100
Punjab,Maize,1750
Punjab,Mango,3500
Punjab,Mousambi(Sweet Lime),6000
Punjab,Onion,1300
Punjab,Papaya,2300
Punjab,Pear(Marasebu),2000
Punjab,Pineapple,2600
Punjab,Potato,800
Punjab,Ridgeguard(Tori),600
Punjab,Tomato,1700
Punjab,Bhindi(Ladies Finger),2200
Punjab,Bitter gourd,2500
Punjab,Colacasia,2000
Punjab,Cucumbar(Kheera),1400
Punjab,Potato,1200
Punjab,Round gourd,2700
Punjab,Brinjal,1800
Punjab,Cucumbar(Kheera),1900
Punjab,Green Chilli,1200
Punjab,Onion,1700
Punjab,Potato,420
Punjab,Pumpkin,1200
Punjab,Ridgeguard(Tori),1800
Punjab,Tomato,2200
Punjab,Bhindi(Ladies Finger),2000
Punjab,Cauliflower,2000
Punjab,Colacasia,1500
Punjab,Green Chilli,1200
Punjab,Onion,1400
Punjab,Potato,1000
Punjab,Pumpkin,600
Punjab,Round gourd,1500
Punjab,Bhindi(Ladies Finger),1700
Punjab,Bitter gourd,1900
Punjab,Brinjal,1100
Punjab,Colacasia,1600
Punjab,Pumpkin,1300
Punjab,Ridgeguard(Tori),1900
Punjab,Squash(Chappal Kadoo),1300
Punjab,Tomato,1300
Punjab,Banana,1700
Punjab,Cauliflower,2000
Punjab,Garlic,3000
Punjab,Ginger(Dry),9000
Punjab,Green Chilli,1200
Punjab,Mango,3000
Punjab,Onion,1700
Punjab,Peas Wet,3500
Punjab,Potato,900
Punjab,Pumpkin,1500
Punjab,Tomato,3500
Punjab,Bitter gourd,2500
Punjab,Bottle gourd,2500
Punjab,Brinjal,2500
Punjab,Green Chilli,1500
Punjab,Potato,1000
Punjab,Tomato,3500
Punjab,Capsicum,3500
Punjab,Cucumbar(Kheera),2000
Punjab,Ginger(Green),5000
Punjab,Green Chilli,1500
Punjab,Onion,1800
Punjab,Peas Wet,5000
Punjab,Potato,1000
Punjab,Round gourd,2000
Punjab,Tomato,3500
Punjab,Bhindi(Ladies Finger),2200
Punjab,Bottle gourd,1800
Punjab,Onion,2000
Punjab,Potato,1100
Punjab,Pumpkin,1600
Punjab,Tomato,3200
Punjab,Bhindi(Ladies Finger),2200
Punjab,Bottle gourd,2500
Punjab,Capsicum,4000
Punjab,Cucumbar(Kheera),2500
Punjab,Green Chilli,1200
Punjab,Mango,3500
Punjab,Onion,1500
Punjab,Potato,900
Punjab,Pumpkin,1500
Punjab,Tomato,3500
Punjab,Bhindi(Ladies Finger),1950
Punjab,Bitter gourd,1700
Punjab,Bottle gourd,1450
Punjab,Capsicum,2800
Punjab,Cauliflower,1800
Punjab,Field Pea,5900
Punjab,French Beans (Frasbean),2700
Punjab,Green Chilli,1700
Punjab,Mango,1800
Punjab,Onion,1650
Punjab,Potato,900
Punjab,Pumpkin,1000
Punjab,Tomato,3200
Punjab,Bhindi(Ladies Finger),2000
Punjab,Bitter gourd,2500
Punjab,Bottle gourd,2000
Punjab,Brinjal,3000
Punjab,Cauliflower,3000
Punjab,Colacasia,3000
Punjab,Cucumbar(Kheera),2000
Punjab,Green Chilli,2000
Punjab,Mango (Raw-Ripe),2200
Punjab,Onion,1200
Punjab,Peas Wet,5000
Punjab,Potato,800
Punjab,Ridgeguard(Tori),2000
Punjab,Tomato,2500
Punjab,Banana,2000
Punjab,Bhindi(Ladies Finger),1700
Punjab,Brinjal,1400
Punjab,Cauliflower,220
Punjab,Cucumbar(Kheera),1000
Punjab,Green Chilli,1000
Punjab,Lemon,2500
Punjab,Mango,4000
Punjab,Mango,1600
Punjab,Onion,700
Punjab,Peas Wet,3000
Punjab,Potato,900
Punjab,Pumpkin,2500
Punjab,Tinda,1200
Punjab,Tomato,2000
Punjab,Apple,7000
Punjab,Banana,2000
Punjab,Bhindi(Ladies Finger),2000
Punjab,Bitter gourd,1500
Punjab,Brinjal,1200
Punjab,Cabbage,1300
Punjab,Capsicum,3000
Punjab,Cauliflower,3800
Punjab,Colacasia,1500
Punjab,Cucumbar(Kheera),1600
Punjab,Green Chilli,1500
Punjab,Lemon,4500
Punjab,Long Melon(Kakri),600
Punjab,Mango,3000
Punjab,Mousambi(Sweet Lime),5500
Punjab,Onion,1000
Punjab,Peas cod,6500
Punjab,Pineapple,4500
Punjab,Plum,4800
Punjab,Pomegranate,4500
Punjab,Potato,800
Punjab,Ridgeguard(Tori),1600
Punjab,Round gourd,2000
Punjab,Tinda,1800
Punjab,Tomato,3500
Punjab,Apple,17000
Punjab,Ashgourd,800
Punjab,Banana,2200
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bottle gourd,1800
Punjab,Brinjal,1200
Punjab,Cabbage,1200
Punjab,Capsicum,2500
Punjab,Cauliflower,3500
Punjab,Colacasia,1800
Punjab,Cucumbar(Kheera),1200
Punjab,Ginger(Green),14000
Punjab,Green Chilli,1600
Punjab,Jamun(Narale Hannu),3500
Punjab,Lemon,3500
Punjab,Mango,3500
Punjab,Onion,1600
Punjab,Papaya,1900
Punjab,Pear(Marasebu),1800
Punjab,Peas Wet,4500
Punjab,Plum,3500
Punjab,Potato,850
Punjab,Pumpkin,1800
Punjab,Ridgeguard(Tori),2500
Punjab,Spinach,1200
Punjab,Tinda,1800
Punjab,Tomato,2000
Punjab,Bhindi(Ladies Finger),2200
Punjab,Brinjal,2500
Punjab,Capsicum,2193
Punjab,Cauliflower,3212
Punjab,Cucumbar(Kheera),1800
Punjab,Field Pea,5286
Punjab,Ginger(Green),8525
Punjab,Green Chilli,1000
Punjab,Lemon,4626
Punjab,Mango (Raw-Ripe),2500
Punjab,Onion,1783
Punjab,Potato,800
Punjab,Pumpkin,400
Punjab,Round gourd,1568
Punjab,Tomato,2500
Punjab,Apple,10400
Punjab,Bhindi(Ladies Finger),2000
Punjab,Bitter gourd,1600
Punjab,Brinjal,2400
Punjab,Capsicum,2400
Punjab,Cauliflower,2600
Punjab,Cucumbar(Kheera),1900
Punjab,Garlic,7000
Punjab,Ginger(Dry),9000
Punjab,Green Chilli,1000
Punjab,Lemon,1700
Punjab,Mango,3600
Punjab,Mousambi(Sweet Lime),4600
Punjab,Onion,1500
Punjab,Papaya,2500
Punjab,Peas cod,3700
Punjab,Potato,600
Punjab,Tomato,2900
Punjab,Water Melon,2500
Punjab,Banana,2500
Punjab,Bhindi(Ladies Finger),2000
Punjab,Capsicum,3400
Punjab,Cauliflower,1800
Punjab,Cucumbar(Kheera),2000
Punjab,Green Chilli,1900
Punjab,Onion,1700
Punjab,Peas Wet,4900
Punjab,Potato,900
Punjab,Raddish,1000
Punjab,Tomato,3000
Punjab,Apple,9000
Punjab,Cauliflower,1900
Punjab,Ginger(Green),12000
Punjab,Green Chilli,1500
Punjab,Green Peas,3800
Punjab,Mango,2300
Punjab,Onion,1300
Punjab,Potato,800
Punjab,Bhindi(Ladies Finger),1700
Punjab,Bottle gourd,2500
Punjab,Brinjal,2300
Punjab,Cauliflower,2700
Punjab,Mousambi(Sweet Lime),5500
Punjab,Onion,1500
Punjab,Pear(Marasebu),4200
Punjab,Pomegranate,6500
Punjab,Potato,740
Punjab,Tomato,2500
Punjab,Apple,5500
Punjab,Bhindi(Ladies Finger),1600
Punjab,Bitter gourd,2000
Punjab,Bottle gourd,2800
Punjab,Brinjal,1350
Punjab,Capsicum,3500
Punjab,Cauliflower,2700
Punjab,Coriander(Leaves),8000
Punjab,Cucumbar(Kheera),1500
Punjab,Ginger(Green),10000
Punjab,Green Chilli,1800
Punjab,Lemon,3800
Punjab,Mango,3500
Punjab,Mousambi(Sweet Lime),4500
Punjab,Onion,1600
Punjab,Peas Wet,4500
Punjab,Pomegranate,5200
Punjab,Potato,580
Punjab,Pumpkin,450
Punjab,Raddish,1300
Punjab,Spinach,950
Punjab,Sponge gourd,2200
Punjab,Tomato,2700
Punjab,Apple,11000
Punjab,Apple,7000
Punjab,Bhindi(Ladies Finger),1800
Punjab,Bitter gourd,4000
Punjab,Bottle gourd,2800
Punjab,Brinjal,1500
Punjab,Capsicum,2800
Punjab,Cauliflower,1500
Punjab,Coriander(Leaves),7200
Punjab,Cowpea(Veg),2700
Punjab,Cucumbar(Kheera),1600
Punjab,French Beans (Frasbean),2500
Punjab,Ginger(Green),9400
Punjab,Grapes,3000
Punjab,Green Chilli,1400
Punjab,Green Peas,4800
Punjab,Lemon,3600
Punjab,Mango,3800
Punjab,Mousambi(Sweet Lime),3600
Punjab,Onion,1400
Punjab,Peach,4000
Punjab,Pear(Marasebu),2300
Punjab,Pineapple,2400
Punjab,Plum,4400
Punjab,Pomegranate,6100
Punjab,Potato,900
Punjab,Pumpkin,500
Punjab,Raddish,1400
Punjab,Spinach,1600
Punjab,Tomato,2400
Punjab,Apple,9000
Punjab,Banana,1400
Punjab,Bottle gourd,2000
Punjab,Cauliflower,2200
Punjab,Lemon,4500
Punjab,Litchi,4000
Punjab,Mango,3000
Punjab,Onion,1500
Punjab,Potato,700
Punjab,Tomato,1500
Punjab,Bhindi(Ladies Finger),1500
Punjab,Bitter gourd,1300
Punjab,Ridgeguard(Tori),1300
Punjab,Round gourd,700
Punjab,Spinach,500
Punjab,Bhindi(Ladies Finger),1900
Punjab,Bitter gourd,1800
Punjab,Bottle gourd,1200
Punjab,Brinjal,2400
Punjab,Green Chilli,1700
Punjab,Ridgeguard(Tori),2300
Punjab,Spinach,500
Punjab,Banana,1800
Punjab,Bhindi(Ladies Finger),800
Punjab,Bitter gourd,1800
Punjab,Bottle gourd,1200
Punjab,Brinjal,1400
Punjab,Cauliflower,2500
Punjab,Colacasia,2000
Punjab,Cucumbar(Kheera),1400
Punjab,Ginger(Dry),15000
Punjab,Little gourd (Kundru),1400
Punjab,Mango,3500
Punjab,Mousambi(Sweet Lime),3600
Punjab,Peas Wet,5500
Punjab,Pumpkin,1600
Punjab,Round gourd,1400
Punjab,Tinda,600
Punjab,Bhindi(Ladies Finger),1450
Punjab,Bitter gourd,2250
Punjab,Capsicum,3500
Punjab,Carrot,1600
Punjab,Cauliflower,1900
Punjab,Colacasia,1800
Punjab,Cucumbar(Kheera),1900
Punjab,French Beans (Frasbean),3500
Punjab,Green Chilli,1800
Punjab,Lemon,6000
Punjab,Mango,3200
Punjab,Onion,1800
Punjab,Peas cod,3750
Punjab,Potato,650
Punjab,Pumpkin,2300
Punjab,Ridgeguard(Tori),2250
Punjab,Spinach,1050
Punjab,Sweet Pumpkin,900
Punjab,Tomato,2250
Rajasthan,Black Gram (Urd Beans)(Whole),4000
Rajasthan,Cummin Seed(Jeera),13000
Rajasthan,Guar Seed(Cluster Beans Seed),3725
Rajasthan,Jowar(Sorghum),2300
Rajasthan,Maize,2500
Rajasthan,Onion,1150
Rajasthan,Potato,900
Rajasthan,Tomato,1700
Rajasthan,Wheat,1970
Rajasthan,Black Gram (Urd Beans)(Whole),4150
Rajasthan,Barley (Jau),1770
Rajasthan,Bengal Gram(Gram)(Whole),3940
Rajasthan,Black Gram (Urd Beans)(Whole),4000
Rajasthan,Guar Seed(Cluster Beans Seed),3725
Rajasthan,Wheat,1970
Rajasthan,Bengal Gram(Gram)(Whole),3930
Rajasthan,Black Gram (Urd Beans)(Whole),3600
Rajasthan,Corriander seed,5936
Rajasthan,Guar,3400
Rajasthan,Maize,2102
Rajasthan,Methi Seeds,3700
Rajasthan,Mustard,3648
Rajasthan,Paddy(Dhan)(Common),2410
Rajasthan,Soyabean,3301
Rajasthan,Wheat,1912
Rajasthan,Bajra(Pearl Millet/Cumbu),2100
Rajasthan,Guar Seed(Cluster Beans Seed),4085
Rajasthan,Moath Dal,5250
Rajasthan,Mustard,3650
Rajasthan,Wheat,1900
Rajasthan,Barley (Jau),1787
Rajasthan,Bengal Gram(Gram)(Whole),3800
Rajasthan,Maize,1800
Rajasthan,Mustard,3490
Rajasthan,Onion,1400
Rajasthan,Potato,1000
Rajasthan,Tomato,4250
Rajasthan,Wheat,1960
Rajasthan,Wheat,1800
Rajasthan,Apple,14000
Rajasthan,Balekai,1500
Rajasthan,Banana,1900
Rajasthan,Bhindi(Ladies Finger),800
Rajasthan,Bitter gourd,2900
Rajasthan,Bottle gourd,1100
Rajasthan,Brinjal,2000
Rajasthan,Cauliflower,2300
Rajasthan,Colacasia,2800
Rajasthan,Groundnut,3200
Rajasthan,Guar,3500
Rajasthan,Lemon,2500
Rajasthan,Mango,6000
Rajasthan,Mango (Raw-Ripe),4000
Rajasthan,Mousambi(Sweet Lime),3100
Rajasthan,Onion,1400
Rajasthan,Papaya,1400
Rajasthan,Pear(Marasebu),2500
Rajasthan,Pumpkin,800
Rajasthan,Ridgeguard(Tori),3500
Rajasthan,Round gourd,1900
Rajasthan,Tomato,3500
Rajasthan,Bengal Gram(Gram)(Whole),3949
Rajasthan,Maize,2001
Rajasthan,Wheat,2012
Rajasthan,Barley (Jau),1841
Rajasthan,Bengal Gram(Gram)(Whole),3674
Rajasthan,Garlic,3399
Rajasthan,Groundnut,4800
Rajasthan,Maize,193.5
Rajasthan,Methi Seeds,4399
Rajasthan,Mustard,3477
Rajasthan,Onion,1350
Rajasthan,Potato,1150
Rajasthan,Soyabean,3300
Rajasthan,Tomato,4900
Rajasthan,Wheat,1977
Rajasthan,Ajwan,11800
Rajasthan,Black Gram (Urd Beans)(Whole),3948
Rajasthan,Corriander seed,5350
Rajasthan,Lentil (Masur)(Whole),3894
Rajasthan,Linseed,4776
Rajasthan,Maize,2220
Rajasthan,Mustard,3566
Rajasthan,Onion,790
Rajasthan,Soyabean,3451
Rajasthan,Wheat,1944
Rajasthan,Bajra(Pearl Millet/Cumbu),1839
Rajasthan,Barley (Jau),1735
Rajasthan,Bengal Gram(Gram)(Whole),3930
Rajasthan,Mustard,3555
Rajasthan,Wheat,1910
Rajasthan,Bajra(Pearl Millet/Cumbu),1870
Rajasthan,Mustard,3755
Rajasthan,Wheat,1940
Rajasthan,Bengal Gram(Gram)(Whole),4000
Rajasthan,Guar,3914
Rajasthan,Mustard,3681
Rajasthan,Wheat,1994
Rajasthan,Guar,4000
Rajasthan,Bengal Gram(Gram)(Whole),3881
Rajasthan,Guar Seed(Cluster Beans Seed),3936
Rajasthan,Mustard,3636
Rajasthan,Wheat,1923
Rajasthan,Garlic,4850
Rajasthan,Guar,3975
Rajasthan,Mustard,3581
Rajasthan,Onion,1000
Rajasthan,Wheat,1965
Rajasthan,Gur(Jaggery),3200
Rajasthan,Sugar,3600
Rajasthan,Barley (Jau),1850
Rajasthan,Chili Red,10000
Rajasthan,Corriander seed,8500
Rajasthan,Guar Seed(Cluster Beans Seed),3850
Rajasthan,Methi Seeds,4750
Rajasthan,Sugar,3600
Rajasthan,Wheat,2200
Rajasthan,Bajra(Pearl Millet/Cumbu),1900
Rajasthan,Bengal Gram(Gram)(Whole),4000
Rajasthan,Guar,4000
Rajasthan,Mustard,3700
Rajasthan,Wheat,1950
Rajasthan,Bajra(Pearl Millet/Cumbu),1850
Rajasthan,Banana,2300
Rajasthan,Bhindi(Ladies Finger),1100
Rajasthan,Bitter gourd,2300
Rajasthan,Bottle gourd,800
Rajasthan,Brinjal,1100
Rajasthan,Cabbage,1300
Rajasthan,Green Chilli,1600
Rajasthan,Mango,3200
Rajasthan,Onion,900
Rajasthan,Onion Green,1900
Rajasthan,Potato,700
Rajasthan,Tinda,1100
Rajasthan,Tomato,2300
Rajasthan,Bengal Gram(Gram)(Whole),3919
Rajasthan,Corriander seed,5800
Rajasthan,Mustard,3569
Rajasthan,Soyabean,3565
Rajasthan,Wheat,1960
Rajasthan,Mustard,3638
Rajasthan,Soyabean,3635
Rajasthan,Wheat,1982
Rajasthan,Bengal Gram(Gram)(Whole),4100
Rajasthan,Castor Seed,5200
Rajasthan,Cummin Seed(Jeera),13800
Rajasthan,Garlic,2100
Rajasthan,Green Gram (Moong)(Whole),5500
Rajasthan,Guar Seed(Cluster Beans Seed),3825
Rajasthan,Isabgul (Psyllium),8800
Rajasthan,Jowar(Sorghum),1750
Rajasthan,Methi Seeds,4150
Rajasthan,Mustard,3400
Rajasthan,Soanf,5500
Rajasthan,Garlic,5000
Rajasthan,Mango,2500
Rajasthan,Mousambi(Sweet Lime),1500
Rajasthan,Onion,900
Rajasthan,Papaya,1300
Rajasthan,Pomegranate,3000
Rajasthan,Green Gram (Moong)(Whole),5840
Rajasthan,Guar,4150
Rajasthan,Mustard,3475
Rajasthan,Barley (Jau),1681
Rajasthan,Bengal Gram(Gram)(Whole),3944
Rajasthan,Black Gram (Urd Beans)(Whole),3695
Rajasthan,Corriander seed,5825
Rajasthan,Methi Seeds,4191
Rajasthan,Mustard,3589
Rajasthan,Soyabean,3368
Rajasthan,Wheat,1913
Rajasthan,Bengal Gram(Gram)(Whole),3950
Rajasthan,Black Gram (Urd Beans)(Whole),3700
Rajasthan,Corriander seed,5800
Rajasthan,Garlic,4000
Rajasthan,Green Gram (Moong)(Whole),5500
Rajasthan,Lentil (Masur)(Whole),3901
Rajasthan,Linseed,4301
Rajasthan,Maize,2150
Rajasthan,Mustard,3550
Rajasthan,Paddy(Dhan)(Common),2600
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",8950
Rajasthan,Soyabean,3550
Rajasthan,Wheat,1945
Rajasthan,Apple,9000
Rajasthan,Bitter gourd,1500
Rajasthan,Bottle gourd,1500
Rajasthan,Cabbage,2750
Rajasthan,Cauliflower,2850
Rajasthan,Cucumbar(Kheera),650
Rajasthan,Garlic,2000
Rajasthan,Green Chilli,1750
Rajasthan,Mango,2750
Rajasthan,Mousambi(Sweet Lime),2500
Rajasthan,Onion,900
Rajasthan,Papaya,2750
Rajasthan,Pineapple,3900
Rajasthan,Pomegranate,4850
Rajasthan,Potato,600
Rajasthan,Pumpkin,450
Rajasthan,Tinda,1500
Rajasthan,Tomato,3000
Rajasthan,Guar,3955
Rajasthan,Onion,1300
Rajasthan,Potato,1000
Rajasthan,Tomato,4500
Rajasthan,Onion,1050
Rajasthan,Potato,1000
Rajasthan,Tomato,600
Rajasthan,Bajra(Pearl Millet/Cumbu),1850
Rajasthan,Barley (Jau),1700
Rajasthan,Bengal Gram(Gram)(Whole),4005
Rajasthan,Guar Seed(Cluster Beans Seed),3960
Rajasthan,Mustard,3605
Rajasthan,Guar,4000
